,hotel_address,additional_number_of_scoring,review_date,average_score,hotel_name,reviewer_nationality,negative_review,review_total_negative_word_counts,total_number_of_reviews,positive_review,review_total_positive_word_counts,total_number_of_reviews_reviewer_has_given,reviewer_score,tags,days_since_review,lat,lng,reviewer_region
139640,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,7/27/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,It was absolutely perfect,6,3269,First of all the staff were so inviting and wonderful The cookie they give you at check in was delicious warm and gooey chocolate chip They were able to get us checked in early The room was not only clean but it was so comfortable There s air conditioning The bed is heavenly The optional breakfast was absolutely delicious I loved every moment I stayed in this hotel,70,6,10.0,"[' Leisure trip ', ' Group ', ' Queen Room ', ' Stayed 3 nights ']",7 days,51.493235600000006,-0.1269082,North America
139641,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,7/25/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,While not family unfriendly it was apparent that the hotel was more for business travelers and those without children We only stayed one night but it might have been more challenging to stay longer with our 6 year old,41,3269,Front desk staff was very friendly and accommodating We arrived early from the States and were able to get one of 3 rooms available prior to scheduled check in times Good location within decent walking distance to many top sites Westminster Parliament Big Ben Buckingham Palace Nice size dining room with good breakfast buffet Comfortable beds,57,1,7.9,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ']",9 days,51.493235600000006,-0.1269082,North America
139647,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,7/13/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,Asked to be near my teenagers but they were at opposite end of the hallway,16,3269,Breakfast buffet was great The staff was always very helpful Rooms were clean and bathroom was nice The workout area was really cool,25,7,7.9,"[' Leisure trip ', ' Family with young children ', ' Queen Room ', ' Stayed 7 nights ']",21 days,51.493235600000006,-0.1269082,North America
139648,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,7/12/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,Coffee maker and hair dryer were hard to find Sheets are very rough I have abrasions on both knees Ice was inconvenient machines only available on a few floors and one was not working,36,3269,Nice room,4,1,7.9,"[' Leisure trip ', ' Group ', ' Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",22 days,51.493235600000006,-0.1269082,North America
139651,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,7/4/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,The iMac in the room wasn t working but we didn t use it and kept forgetting to mention it to staff when we would leave for the day We left a note in the room for them so I m sure they fixed it once they knew about the problem,53,3269,Room was modern and super comfortable and free wifi Yay I flew to London so didn t have a car but the hotel wasn t very far from the underground and constantly had taxi service if needed It was also within walking distance of Westminster Abbey Parliament London Eye area It also had air conditioning and constantly provided flavored water in the lobby seriously going to have to start making watermelon strawberry rosemary infused water at home The cookies were delicious too,84,1,9.6,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 3 nights ']",30 days,51.493235600000006,-0.1269082,North America
139655,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,6/24/2017,8.5,DoubleTree by Hilton London Westminster,Australia,Tv remote broken room service menu was only on tv no minibar quite frankly was absolute waste of money soooooo disappointed,22,3269,Was ok as we were exhausted,7,5,5.0,"[' Leisure trip ', ' Family with young children ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",40 days,51.493235600000006,-0.1269082,Oceania
139657,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,6/17/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,No Negative,0,3269,Entire staff was very helpful Concierge helped us get boarding passes and taxi to terminal The staff at the Italian restaurant were super Very friendly made us feel at home Hotel room was beautiful and bed comfortable,38,1,10.0,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 3 nights ']",47 days,51.493235600000006,-0.1269082,North America
139658,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,6/17/2017,8.5,DoubleTree by Hilton London Westminster,Canada,Our window opened up onto the Lift area so needed to keep curtains shut at times Made the room a little dark when there was beautiful sunshine to enjoy,30,3269,Very welcoming with warm chocolate chip cookies and cold flavoured water in the lobby Room was large enough for two and very clean Hotel is well situated off the beaten track so quiet and away from the throngs of Tourists but still just steps away from Westminster and the Thames Would definitely stay here again,56,1,9.2,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",47 days,51.493235600000006,-0.1269082,North America
139659,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,6/12/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,No Negative,0,3269,The breakfast was excellent Good selection and very tasty Great location in the heart of Westminster Staff very helpful Room was nice Didn t particularly like that the desktop was your tv Kind of small,37,1,9.6,"[' Leisure trip ', ' Couple ', ' King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",52 days,51.493235600000006,-0.1269082,North America
139660,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,6/11/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,Would have liked an outlet in the bathroom to use the hair dryer but there are plenty of outlets in the main room,25,3269,Great location to walk to Parliament Westminster royal palace and a convenience store 2 blocks away Great air conditioning and gym Hot cookies and flavored waters always a hit,31,1,10.0,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",53 days,51.493235600000006,-0.1269082,North America
139667,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,6/2/2017,8.5,DoubleTree by Hilton London Westminster,Australia,The breakfast food in the on site city cafe was terrible and way over priced Eggs bacon were over cooked and sausages were dangerously under cooked We walked out feeling unsatisfied and robbed due to the extremely high cost of the buffet Another disappointment was the lack of a pool on site for such a high priced hotel,60,3269,Gymnasium was in a great location on the top floor with excellent views although very small and under equipped Hotel staff were friendly and helpful,27,8,7.1,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",62 days,51.493235600000006,-0.1269082,Oceania
139679,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,5/17/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,Nothing to report,5,3269,Absolutely wonderful start to finish Staff was great check in very simple room spotless Breakfast also wonderful tasty and easy as it was a buffet Taxis right at the door to get around not far from the Westminster tube station,42,41,10.0,"[' Leisure trip ', ' Solo traveler ', ' Queen Room ', ' Stayed 1 night ']",78 days,51.493235600000006,-0.1269082,North America
139680,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,5/16/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,Safe deposit box is in I ridiculous spot it s on the floor I couldn t use it it was aggravating,22,3269,I ridiculous spot it s on the floor I couldn t use it it was aggravating,17,1,7.5,"[' Leisure trip ', ' Group ', ' Queen Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",79 days,51.493235600000006,-0.1269082,North America
139682,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,5/15/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,We loved everything about this great hotel I have never stayed at such a super hotel everything was perfect,21,3269,This hotel was beyond our wildest dreams it was the most perfect hotel we have ever stayed at The stay started with the wonderful front desk person Joanna who set the tune for our visit She was so friendly and nice we knew we would have a good stay All the front desk people were wonderful answering all our stupid questions with a smile on their faces The rooms were sparkling clean pay the extra and get the breakfast OMG they had everything you could want for a breakfast it was such a good deal we ate a great breakfast and were not hungry until dinner The hotel is situated perfectly easy to get to everything They had taxis right outside the front door ready to take us anywhere The people in the front desk who helped us with our bags awesome Even one day when we were having trouble getting out of the taxi with all our stuff they came out and assisted us Talk about customer service this hotel has the absolute best customer service every It was worth every penny they great you with a warm cookie when you check in even I highly recommend this hotel stay there and you will have a wonderful experience Even the room service was fast and the food was great,222,1,10.0,"[' Business trip ', ' Family with young children ', ' Twin Room ', ' Stayed 10 nights ']",80 days,51.493235600000006,-0.1269082,North America
139687,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,5/14/2017,8.5,DoubleTree by Hilton London Westminster,Australia,The value for money I would have expected a larger room We had at that stage been travelling for 4 weeks and needed more room to stretch out The TV system is also terrible to use,38,3269,The proximity to London and public transport The staff were very friendly and helpful,15,11,8.3,"[' Leisure trip ', ' Couple ', ' Executive Queen Room with Lounge Access ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",81 days,51.493235600000006,-0.1269082,Oceania
139693,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,5/4/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,No Negative,0,3269,Perfect location in Central London with short walking distance to main attractions Dual TV computer in the room Great breakfast and breakfast room with multiple choices Great restaurant,30,4,10.0,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",91 days,51.493235600000006,-0.1269082,North America
139697,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,4/30/2017,8.5,DoubleTree by Hilton London Westminster,Australia,Rooms a little uninspiring for five stars with no robes or slippers No minibars in the room as well,21,3269,Good location and quiet enough Good for walking around Pimlico and Westminster from the back streets to avoid the crowds Nice hotel bar and reasonable in room service,30,9,8.3,"[' Leisure trip ', ' Solo traveler ', ' Queen Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",95 days,51.493235600000006,-0.1269082,Oceania
139698,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,4/27/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,I thought breakfast was expensive at 21 pounds a day Problem is there is no restaurants near by that serve breakfast at that time of day,27,3269,Room was very quiet at night Water from shower was really hot Very comfortable bed Close to main attractions such as Big Ben Parliament Square etc,28,1,8.8,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Queen Room ', ' Stayed 8 nights ']",98 days,51.493235600000006,-0.1269082,North America
139709,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,4/16/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,Air conditioning could not keep up for some reason even though it was cooler outside than our desired temperature in the room It was warm and stuff inside the room much of the time,36,3269,Staff was polite and helpful Location was convenient to local tourist attractions Westminster area and public transportation to get around down Having a computer in the room was helpful although it was so outdated that it couldn t access a lot of web sites,46,1,8.8,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 6 nights ']",109 day,51.493235600000006,-0.1269082,North America
139722,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,807,3/29/2017,8.5,DoubleTree by Hilton London Westminster,United States of America,No Negative,0,3269,Five mins from Westminster on the edge of residential neighborhoood w pubs Nice if small exercise weight room looks over rooftops Host in evening bar lounge very efficient and pleasant,32,2,9.6,"[' Business trip ', ' Solo traveler ', ' Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",127 day,51.493235600000006,-0.1269082,North America
